profile_id,coolant,stator_winding,stator_tooth,motor_speed,stator_yoke,ambient,torque,pm
70,81.48964234,107.939429,94.19165281,'4135.344488',85.71772331,26.09560983,'88.83064803',74.43530937
44,38.16188921,39.44391475,38.67906279,'0.003240463',38.34862277,21.50132896,'1.93E-245',51.87487578
17,18.95880127,62.43398285,53.07275772,'4999.948242',39.45228577,23.86344719,'-0.398974538',66.36233521
50,29.59584057,54.04782444,51.21896525,'994.2923934',45.51535493,26.32547954,'29.33993036',65.86878375
72,56.07507263,53.0287958,48.67208727,'-0.001479941',45.9861745,24.83802627,'0.0000000000000061',48.90987361
62,61.22197881,95.74947433,83.60561586,'2753.00959',72.11797282,23.43979693,'-107.9075875',74.45134426
42,70.52556797,80.35146408,75.9098655,'3516.411183',72.06491135,25.44960254,'49.99325189',63.30378804
61,70.32468926,99.80933467,90.06652847,'5457.828423',80.26622774,27.67122057,'-35.45431463',86.53446801
68,73.79545927,84.86920382,78.70666326,'3267.451518',72.12170791,26.81872348,'1.454252594',74.77253757
8,18.70983505,23.53783226,23.67169571,'1499.981689',22.0699234,23.85571289,'-0.017862763',31.15120506
31,18.87648201,64.19192505,53.06903839,'5649.944824',39.05355072,22.94616699,'19.98859787',66.4662323
10,18.38277435,50.85805511,44.77829742,'1499.985352',36.21804047,23.27884865,'30.75604248',63.97987366
30,19.0429306,78.74254608,56.89136124,'150.0014343',43.14480209,20.89448357,'181.5357971',30.09025764
48,49.75619943,72.9945552,65.98176877,'2827.366464',59.22487432,25.02642486,'-94.3603199',65.37876196
30,18.52423477,32.46641541,30.94332314,'1959.984985',26.37380409,22.10520554,'46.52541351',41.79914093
64,50.07558387,63.51344891,59.39691071,'-0.003402377',55.84249032,24.9896274,'-8.92E-41',65.35576995
17,18.36780167,49.83268738,43.3552742,'4999.944824',33.33872986,24.7945137,'-0.681798458',52.87638092
9,19.06441879,53.94075394,45.05344772,'2499.969971',35.17336273,24.73191261,'100.5182648',50.01609802
19,19.04959679,101.4385529,78.70845032,'5999.94043',53.11104965,23.72516632,'49.2361145',95.32659912
30,18.50161743,23.19364357,22.49557304,'420.0089417',19.93604851,21.90877914,'10.84513092',41.41520309
74,86.07820468,125.112528,105.2130211,'1272.279048',96.69257056,26.38451506,'-131.5080143',81.84268376
55,91.35351425,104.7911742,98.2580565,'1244.27465',94.35503711,26.36685209,'36.88888485',74.15496989
29,19.08871078,104.7911758,80.31161499,'4629.962402',55.03134537,23.31613922,'77.10652924',88.35806274
12,18.44897461,49.57562256,42.0177536,'1999.9729',33.24466705,23.49663353,'101.8122559',47.38967514
24,19.89862251,94.60041046,67.64698792,'5499.956543',45.3190155,19.849823,'63.79712296',61.45362091
80,51.89706019,64.76731883,60.78852794,'-0.005266816',57.43125946,23.42603354,'0.000000000134',65.74846434
41,55.95765046,113.4576407,92.56010783,'499.9623795',76.2016655,23.59425368,'175',74.64838563
49,50.03121306,72.12106327,64.34536866,'5266.610333',56.60649706,24.80548313,'-17.59017372',54.21844161
41,39.91610912,124.3878572,96.66611129,'4999.962821',71.41651823,,'75',93.3266814
15,18.82313156,113.2671432,84.38633728,'3999.960693',57.6499176,23.93955994,'93.83335114',91.12773895
2,18.65387535,83.30404663,56.08677673,'100.0036087',39.53995132,20.52030373,'207.5220032',25.69614983
15,18.51718521,37.85519028,35.36345673,'3999.95752',29.07389069,,'-0.575205863',43.85558319
63,91.02399318,85.96342004,84.59672103,'-0.003380955',85.43896126,25.5708797,'-3.7055e-320',63.839054
9,19.24153709,53.71339798,44.90939331,'2499.97168',34.94923401,25.14786911,'100.6032867',49.66922379
24,19.78934479,115.1729507,85.25660706,'5499.95166',57.40773392,21.20708275,'64.19599152',94.22575378
12,18.62607765,49.64757538,42.00415802,'1999.976929',33.34547806,23.31153679,'101.849472',47.46958923
36,20.33148766,95.36692047,59.24722672,'60.00400925',39.45067978,19.24943733,'260.2398987',22.94552803
9,18.64403534,26.38424301,27.42093658,'2499.97168',24.80937004,26.304636,'-0.845784187',35.49887085
69,65.88325474,104.7911742,93.64071758,'5580.692931',80.31428533,26.04761676,'9.028527699',84.36251412
5,19.2940197,40.16594696,33.40075684,'999.9986572',27.94059181,22.10665703,'103.1660156',32.43938446
29,19.61088943,139.7169495,94.71372986,'149.9810028',64.07649994,19.85062027,'258.8777466',30.86216927
17,19.14167786,49.62677765,43.17393112,'4999.947266',33.5262146,23.56514168,'-0.475096375',51.89698029
30,18.53334808,76.25350189,55.83804703,'149.9882813',41.92323303,19.85062027,'181.5129547',28.6638031
3,19.30532074,38.67592621,31.25979614,'99.98806',26.3833065,21.32499886,'103.507515',27.82773209
55,93.10997816,89.30325933,82.94651193,'4284.647744',82.25489751,25.91083469,'37.46354342',65.82088506
21,19.19254875,90.34423828,65.15784454,'4499.956543',45.29602814,19.85062027,'80.12165833',55.12463379
31,18.74931335,54.12407684,45.98617554,'4299.956543',36.27045059,23.30382919,'35.31896591',65.28801727
29,18.65653419,98.12278748,72.12172699,'4229.961914',50.97641754,23.13454056,'86.00847626',78.55519867
49,49.92066013,125.0756639,98.25664245,'716.5010933',79.15973993,26.38448889,'187.2149561',74.84372045
80,59.41567261,98.57511689,82.73676457,'2082.841569',71.58346404,25.01322686,'83.51412548',70.74294762
7,18.32456779,39.51262283,32.87825012,'500.0033264',27.6933403,22.71912193,'103.2968445',35.03176498
74,54.87594379,54.90230297,53.59736376,'0.000437854',53.12241764,27.55794407,'4.89E-285',64.97920001
41,24.25577056,32.43068796,31.21260796,'-0.003651813',28.88076428,,'2.27E-159',65.89914371
55,91.14236121,111.1780772,100.2399936,'3014.81407',93.90510011,26.2593414,'-118.9208871',77.16463802
71,77.73008654,90.89357964,83.40264344,'4605.296406',79.06764121,23.52231436,'-14.88680246',70.29023073
7,18.76839256,39.45223618,32.36828613,'499.9919739',26.49776268,22.40415573,'103.4621201',31.6955204
62,38.53269103,48.81101155,45.98617533,'-0.003051091',44.69764428,23.78969376,'-3.7055e-320',56.33215259
73,61.22197842,92.47845046,78.69722936,'2022.564575',70.28834707,24.86446133,'173.7578591',72.24299429
12,18.29297638,49.68715286,42.04715729,'1999.97876',33.2456398,23.40857124,'101.8290176',47.55319977
30,18.53370094,32.21562576,30.47254181,'1959.982666',26.34356117,22.15037918,'46.56243896',41.24453735
30,18.40736961,39.38375854,33.03010559,'674.9959717',28.00531578,20.4380455,'93.1763916',35.78083038
41,54.87265779,115.3680454,93.44921003,'499.9677228',78.70666514,24.87832071,'175',74.80630577
68,25.99239751,52.63870426,45.99294039,'0.00420157',39.48134588,27.99674722,'-1.78E-68',71.24681224
60,50.90402104,57.56268763,54.13128462,'2878.834243',49.9166255,25.87147598,'0.766928658',53.08564411
61,55.99303794,84.61375864,68.43512298,'4000.752298',58.07138175,26.7041177,'9.546431934',65.68747296
75,89.47722881,110.6352955,103.3172474,'4282.259322',96.06919806,25.19703703,'-39.56952494',91.47245899
69,65.24264761,88.308635,79.95500943,'2736.591951',72.07015558,26.1143246,'53.59563118',77.98760935
5,18.9816761,23.31551552,23.17392159,'999.9951172',21.45035362,23.12800598,'0.078959674',34.48412323
80,52.00856182,98.10459462,78.70648473,'1270.072502',65.23426088,24.68793375,'179.2273377',77.56786382
29,19.28055573,110.0732422,78.93894958,'2849.965088',53.44100571,21.74687958,'148.1419373',81.43598175
32,19.79147339,110.5055084,82.96187592,'3999.961182',56.78094101,21.55142212,'93.84227753',88.31397247
23,21.47879601,121.3513947,86.15716553,'3499.9729',59.28267288,22.39961433,'115.2223206',70.40194702
74,45.94982192,85.60782696,72.12173037,'5119.738729',62.25116903,27.64756964,'-60.8005664',74.88410458
52,90.61092437,124.3901816,108.8723964,'3843.722992',98.25728531,26.28015309,'102.6871881',67.41846496
74,72.59516752,103.3763853,91.39180633,'5334.645754',81.97265579,26.38306097,'-30.51927853',77.28994682
3,19.0538311,38.49978256,30.72338676,'100.0009308',26.35674286,21.77174377,'103.4998856',26.93992996
61,49.748509,52.92732817,52.43826348,'0.003342613',50.81560569,26.38450904,'-1.07E-260',71.32829861
71,31.55980113,69.53522746,62.32060263,'0.00059626',52.52315166,23.52258284,'-0.00000000000347',73.32299023
10,18.70293617,24.91692162,24.78080177,'1064.984985',22.52401543,22.71793938,'-25.36331749',39.46501541
54,56.08558805,98.26964048,83.68156447,'3796.980089',70.71861854,26.39076801,'-41.96872882',73.54301731
3,18.61637688,19.22787857,18.62083244,'100.0073242',18.6526947,22.44375229,'0.171518311',22.83260345
70,81.48964234,96.59234584,87.4845079,'3610.671853',82.82824726,26.09716158,'69.4876984',70.98610675
10,18.90326309,23.65569687,23.18025589,'1064.982788',21.49074173,22.61316109,'-25.42012596',31.07021141
30,18.49149704,37.89339066,31.49664688,'674.9916992',26.38704872,20.49930191,'93.19801331',35.52802658
2,18.6460743,19.50127792,18.89740753,'100.0044556',18.81938744,21.42961502,'0.232463717',23.48249054
7,18.32973671,39.45752335,32.57072067,'500.0033875',26.95062637,23.03738403,'103.2870941',33.66194153
11,18.20768356,49.42428589,40.55770493,'3123.59082',32.86878586,23.11280823,'100.8064575',51.73441696
81,34.16729341,58.03740707,45.97939474,'2897.754073',39.10916852,23.60659325,'-79.22060045',35.3991058
24,17.04280853,54.68033981,37.92029953,'5499.958008',25.09285736,18.97272682,'63.532341',34.29281235
9,18.16309929,54.28567886,45.515625,'2499.976563',35.45460892,24.90224648,'100.502037',50.82806396
76,58.65590538,100.2510667,84.67029205,'4554.143979',72.11249172,26.3835879,'52.11794766',77.36222871
70,46.50704136,56.19731658,52.65328487,'1764.58697',51.20621587,26.29671152,'-27.97835359',62.53856139
8,19.0177269,23.67154503,23.82422829,'1499.985107',22.28263855,23.63714981,'-0.023418274',31.43523216
30,18.53324509,78.78583527,56.87718582,'149.9978027',43.23451233,20.01493263,'181.5807343',30.4338131
29,19.14928818,77.19730377,61.56099701,'5969.952637',43.45020294,23.2357769,'32.62388611',72.41951752
60,70.45603693,95.17512723,84.23064203,'2111.708558',76.77955644,26.38450901,'120.9906701',65.24586101
14,18.57983971,61.99663544,48.33323669,'2999.967529',36.78806686,20.29375458,'100.0448074',43.78437424
8,18.30697441,45.98521423,38.85502243,'1499.986572',31.48836899,,'102.8817673',43.99888229
15,18.60143471,37.86798096,35.44557953,'3999.958008',29.48710632,24.80659485,'-0.576730907',44.22838593
45,66.99038715,57.47934156,55.84021182,'499.9858896',57.55672944,23.36838165,'25',40.54776799
60,70.43092642,92.48842321,83.64821577,'1129.318662',75.97445039,26.38380371,'-47.72322126',63.91492854
68,58.60683622,80.70269282,72.18805616,'72.1437676',65.34152294,26.60585294,'-0.00688872',70.49739469
76,78.29789671,70.95037507,70.65755052,'-0.000574245',71.93134706,25.98553426,'-2.62E-274',64.26533063
49,50.14084436,79.98481891,70.5398601,'4959.655497',60.44923149,25.52674708,'-35.38512685',68.2425649
31,18.75563431,92.32758331,67.94919586,'4749.955566',45.98617554,21.58045578,'74.80792236',60.2536087
3,18.81632423,19.60349655,18.87782097,'100.0222778',19.07718277,22.20044899,'0.192561835',26.07058525
81,86.57291813,56.5177637,58.89593112,'0.001543934',65.38100822,24.80760403,'-3.7055e-320',47.37276273
15,18.676754,113.5048447,84.98236847,'3999.953125',57.7978096,24.92282104,'93.61222076',94.02607727
71,77.70219971,85.27318575,81.99842353,'0.004472871',78.93374928,23.48294171,'3.58E-35',71.12683893
30,18.41291428,24.22697258,23.38850594,'420.0076599',22.13503456,21.79714203,'10.85572815',42.88340759
41,40.24829225,42.01585098,39.36099001,'1000.622845',38.71038071,21.38100826,'75',28.78023731
81,59.45299197,76.26175562,71.12668599,'853.5949123',65.58784519,,'50.3157439',72.61201999
48,49.80632849,64.05827594,62.02019448,'2489.817619',57.35297531,24.56615941,'42.28661457',65.79689175
60,70.45885308,89.43441393,81.2733149,'2591.779031',75.55330828,26.35074794,'130.6938003',64.81018283
29,18.54958916,30.9335537,29.28319931,'1694.983887',25.59933853,21.62458229,'46.69934845',41.60772705
50,23.47719895,45.98512266,39.45228656,'933.9132811',34.16236589,26.37547989,'95.86366341',62.06512197
12,19.00836182,49.62830353,42.1571579,'1999.97168',33.57649994,23.35756493,'101.8425217',47.40197754
16,18.2941246,58.28835678,44.53912354,'749.9907227',35.1782074,24.72386551,'139.2931366',41.74486923
21,19.17102432,104.7911758,79.4934845,'4499.955078',54.73830795,21.14039803,'79.41081238',88.25546265
42,70.53137537,80.19496468,75.89221873,'3999.961251',72.06990316,25.63728355,'25',62.94063311
30,18.59833717,22.39477921,21.59848595,'420.0065308',19.85062027,21.71435738,'10.67903805',39.74659729
30,19.16083527,101.259613,77.853508,'419.9873657',56.00783157,22.42230034,'10.63608551',53.11255646
5,18.61213493,43.00553513,35.52290726,'999.9790039',29.12342834,23.11053467,'103.0719528',38.77097321
76,61.15823722,98.24138473,86.81674946,'1110.845327',75.44456739,26.1719126,'-107.880443',76.54298101
9,18.24849701,54.3521347,45.33325577,'2499.970703',35.37752151,25.5220623,'100.5279236',51.00790787
48,49.89643185,90.75169122,78.70771263,'4344.110656',65.57109135,24.78748581,'-43.0483292',76.63387828
24,19.33060074,58.46410751,50.52703476,'5499.947266',37.86260605,23.50716972,'-0.264063537',67.91098022
62,61.22197881,86.96396712,75.52805297,'1108.471508',67.37336865,23.52048644,'114.5623193',72.12566641
9,19.21055984,53.91479492,44.99411392,'2499.966064',35.26186752,24.79294777,'100.5523224',50.47509766
7,18.22595215,24.76429367,23.29753304,'499.9880981',21.70391273,23.14689636,'0.174234599',33.91893005
61,49.70265044,50.92515183,49.64050382,'0.000313233',49.28839691,27.29071616,'-3.7055e-320',66.80589585
42,29.71737663,42.97727063,40.76339769,'3499.966273',36.3077646,26.37756623,'25',42.89979628
63,91.02218903,86.09879905,84.92092705,'0.003715381',85.87566216,25.63676284,'-3.7055e-320',65.41900747
2,18.70280457,19.63137245,19.04933167,'100.0064926',19.00101852,22.2567749,'0.230914325',24.93791771
23,23.38799095,124.1300049,92.14907837,'3499.965576',64.0346756,23.24705124,'110.7957001',96.4258194
71,33.33672119,71.96015777,58.61080291,'2036.841072',49.27856057,23.62077811,'160.514315',70.08540527
42,49.87647251,69.89017306,63.12602212,'1499.985572',57.43639963,24.90357732,'100',59.33331189
44,49.89279448,86.14514038,69.94370356,'1277.139934',58.37066116,,'0.69513999',59.52579799
12,18.2587719,49.66803741,41.99372101,'1999.983398',33.27249527,23.21766853,'101.8041229',47.42188644
69,39.14894173,71.55117619,61.97401296,'5238.812274',52.73812365,25.75341468,'-14.24756485',58.81451654
72,27.14352367,41.36715072,39.45043323,'0.219559262',35.11741168,24.84298284,'0.000367566',49.33825062
70,23.44508645,55.53949673,50.89433061,'0.002944865',43.61412191,26.31858757,'3.19E-56',61.94942755
80,44.17734367,75.5072568,60.77737626,'1907.242473',52.59202737,23.17258952,'97.05948975',51.19135276
67,27.65047409,86.17459223,65.18121942,'882.789505',49.10544058,25.7994093,'106.2690456',52.93402193
68,30.51523574,91.37121292,71.6473067,'5340.592222',54.50215058,26.38450904,'67.85203115',68.28759528
59,24.75782895,86.98594441,71.46004422,'5677.820306',53.89085626,26.38450903,'-5.784095146',74.26331102
26,19.07700539,34.55102921,34.38214874,'3499.966797',28.80191994,23.1918335,'-0.589042485',49.43720245
71,77.76393042,86.20847325,82.51635361,'-0.00289763',79.13168496,23.47315568,'2.9E-31',71.21244369
26,18.62726212,91.61427307,77.94750977,'3499.966309',56.85968018,23.62312508,'-0.49005568',90.45332336
76,66.26304591,70.47781252,67.07171218,'1851.221664',64.4938823,25.78751482,'18.84240017',61.19100466
80,51.72610965,59.96889184,57.47799109,'-0.002517745',54.81024328,23.46498933,'-0.00000000000181',64.25251538
3,18.60854149,23.9287262,22.75206566,'100.0028458',21.85245514,22.24407768,'0.208583042',28.33458328
2,18.59007263,23.25018501,22.60334969,'100.0393829',21.19849396,22.59284401,'0.283301294',39.66721725
5,18.76377678,43.02287674,35.45504761,'999.9873657',29.07999992,23.18844032,'103.0754852',39.41156006
74,79.58959584,83.50791904,77.71683597,'4034.5675',75.59538183,27.06096208,'51.38187475',65.87179363
62,24.57420541,53.03192834,46.80186488,'2034.327586',39.45228662,23.18109131,'19.10363834',49.49387238
74,54.87615743,65.55975173,62.37801344,'0.000384724',59.51488118,27.92877754,'4.59E-117',83.40700193
32,19.11010933,38.11753464,36.67643738,'3103.970703',30.44224739,22.23614311,'35.0461998',53.93186188
74,40.90348878,78.79085122,70.57557159,'2797.615343',59.33550222,26.37472974,'16.29625416',75.55114382
70,35.26134598,57.30944759,49.26096478,'3213.582891',42.77138226,26.27824454,'-113.9292237',60.08702211
16,18.98306847,58.76206589,45.14803314,'749.9973755',35.41318893,,'139.2418671',45.8533783
15,18.73738098,112.9793472,83.64230347,'3999.94873',57.29381943,23.50894356,'94.51141357',86.32575226
11,18.82567596,56.77776337,45.98624802,'0.004356068',36.43785858,23.28213692,'33.27793503',50.57462311
62,49.83838949,49.57185213,48.5413782,'-0.004066056',48.43331278,23.61934912,'-3.7055e-320',57.92387146
36,18.79053116,87.56919861,70.02119446,'899.9979858',53.30837631,19.85062027,'10.68360424',41.55921173
62,28.18954436,28.47382881,27.73067269,'0.001077144',26.94413927,,'-3.7055e-320',36.2673308
69,39.64950671,72.07604292,60.27343562,'1977.158545',51.16402032,25.6923249,'142.2467226',59.96368116
48,49.7875526,95.12368702,79.45530639,'2451.700006',66.67318846,25.38390364,'-138.8398445',71.42597019
68,61.29594132,85.1727612,78.77743978,'-0.003321639',71.3050842,27.55704302,'1.7E-21',82.19453279
2,18.58368683,93.46214294,64.22414398,'100.0121155',45.98617554,21.73682594,'207.2628937',28.00078964
15,19.34059334,112.7142639,84.66287231,'3999.962891',57.73735809,25.65565872,'93.46557617',93.67205811
23,23.42066383,124.2584763,92.13452148,'3499.96582',64.04494476,23.44879341,'110.6632233',96.47529602
14,18.35546303,65.60274506,52.57117081,'2999.970215',39.22805023,22.28220367,'100.0089874',55.21446991
81,33.69647251,86.41843,63.10347182,'1375.625841',49.19033099,23.78697846,'223.7942804',49.16838945
2,18.59695816,19.73703384,19.10642052,'99.97536469',18.95503998,22.65401649,'0.250594288',27.3368988
